text,anotacion,id
@m_morrispro88 Si fue vacunado? entonces no sirve la vacuna.,-1,1353729879485915138
"#ÚLTIMAHORA🔴| El Consejo de Salubridad General (@DeSalubridad) en su tercera reunión, aprueba 4 acuerdo a para levantamiento progresivo de medidas de contención por el #COVID19.😷  #87Punto3 | https://t.co/O3UTWUCgtm 📻🚩",1,1260369554057895936
Yo también conocí gente que alegaba que el Covid-19 no existía y hoy lamentan la muerte de un familiar o están contagiados...,-1,1277960891191844871
Así luce #Xalapa este 10 mayo 2020 en tiempos de #Covid_19 #COVID19  https://t.co/YEJyKSV5cV,0,1259632328558678018
Quedando en casa podemos controlar más el covid19 https://t.co/ERPi72LmEx,1,1253754139986681856
El COVID me sacó de Ensenada y ahora el jale me está regresando.. que loco jaja,0,1375725996972732423
@RicardoAlemanMx @jenarovillamil @NTelevisa_com @mileniotv @ImagenTVMex Nuevamente se tragó sus palabras... Le quedan bien las Teledictaruras en épocas de covid 🤭 https://t.co/y2Zcauqz4b,-1,1290387713217253376
"Tengo un conocido que le dió covid en marzo muy grave, lo intubaron, sobrevivió, pidió que se cuidaran, señaló covidiotas.. Después viajó a playas como por 3 meses y ahorita se queja de todo el pedo económico y demás por el covid.. ¿Neta wey?",-1,1349764625865322497
"""¿Cruda o COVID?"" La película que ha aterrado a todos, sólo en cines.",0,1331618524268294144
Ese estacionamiento es propiedad de alguien @LaComerOficial y ese alguien tiene que cerrarlo a este tipo de eventos. @poesqro tuvo que llegar y dispersarlos! Llegaron Guerreros guardianes del orden? #FelizSabado #COVID__19 https://t.co/gp2ftBnM2k,-1,1284537160054591489
Buen día te recuerdo mantente informado visita https://t.co/HuC0gSYM6U para estar al día sobre COVID_19  vacúnate contra la desinformación  si puedes #NoSalgasDeCasa  aquí la cápsula de hoy👇 https://t.co/R2OJHBtXHd,0,1249742122908938241
#Exclusiva No solo @CocoBongoShow viola las medidas de seguridad por #covid19.  Sin #SanaDistancia en antros del centro de #Cancún @COFEPRIS https://t.co/jiGQPO6OzF 📱📲 *¿Ya nos tienes en WhatsApp? Da click y manda 'ALTA' aquí?* 👉 https://t.co/1Q01cAbuD4 https://t.co/Cn9vMkc2M5 https://t.co/bq3jOhNWIT,-1,1323388939651194880
"A ver no venta de cheve, me parece. Pero que la cerveza o el supermercado tiene algo mágico con #Covid19 que no tiene digamos el transporte, los casinos o la empresa Kia? Nuevo León y sus restricciones se mueven por intereses monetarios. No crean que es por salud. https://t.co/RpPlOtZhQj",-1,1334902608792842258
"Después de anunciar nuevos impuestos el Secretario de Hacienda, aplicó la de @zoerobledo y como arte de magia, ya es positivo a #Covid_19, los mexicanos como condorito, plox.",-1,1276231498782216192
"@TVale2012 De hecho esas cifras son alegres porque la realidad supera mucho los más de 67,000 muertos por la falta de pruebas covid19 en la población desde un inicio!  Cacas genocida",-1,1302615634803666952
"@lopezobrador_Ahora díganos qué pasa disque Sr presidente, según presumió que Rusia nos tenía dentro de la lista para la vacuna? Ya Rusia dijo que no estamos en la lista. Usted y Marcelo lo presumen. Siguen burlándose de nosotros. Y el dinero que según ustedes apartaron?",-1,1290374225543475204
"Municipio de Veracruz, el que mayor número de casos de COVID-19 aporta en la entidad https://t.co/aTYUwOG2Id",-1,1281435527452008450
"@armentaluxy Los últimos días, en afán de inscribir a mi papá y mis suegros para la vacuna, he tenido que despertar a media madrugada. Usualmente despierto en la madrugada, pero es más feo cuando uno sólo se despierta para frustrarse con una página que no funciona.",-1,1357362833235668993
"#SNTEsalud ⚕️  La #NuevaNormalidad con #SemaforoNaranja 🟠🚦 ha iniciado 👉La reapertura 🏪 es gradual, bajo calendario y horarios 🕑 🗓️ #Entérate y no bajes la guardia ni te confíes ante #Coronavirus #COVID19 🦠  👉Si puedes 👇 #QuedateEnCasa https://t.co/RPw8Yr7z0p",0,1278400155251810304
"AMIXES pues tengo covix, resulta que me vacuné infectado asintomático un día previo a que aparecieran los síntomas, en menos de 24 horas mi roomie (no vacunada) fiebre, mialgias prueba positiva a COVID, 8 horas posteriores vino un infierno para este humilde conejo",-1,1346901118383775744
Comienzan a aplicar vacuna contra Covid a adultos mayores en Ébano y Tamuín #SanLuisPotosi https://t.co/cLBhN2OIJW,1,1361372226298073091
Si pensábamos que la nueva cepa del covid era lo peor del 2020 ... samuel García nos sorprende con sus sencillo navideño acompañado de su chavacana mayor. 🤣🤣🤣🤣🤣,0,1342177426743300098
"@FelipeCalderon @HLGatell Cuando fue tu sexenio no había COVID , sin embargo tuviste más de 121 mil muertos , el saldo de narco guerra con los cuales cargas ...  y te atreves a hablar de la cantidad de muertes con este VIRUS 🦠, neta deberías de pensar antes de hablar",0,1283160088585224193
México registra 458 nuevas muertes y 2 mil 810 casos por Covid-19 https://t.co/iinqGxe8uu,-1,1366244672495104002
"El virus del SARS COV2 COVID 19 🦠 todavía está presente en nuestro entorno, por eso es importante que sigamos aplicando las medidas sanitarias de prevención.  🤝 Si trabajamos en equipo, saldremos adelante.  #NosCuidamosTodos #JaqueLastiri #ConFuerzaDeMujer https://t.co/LGbAX7dsUO",0,1325964087101165571
En las salas de urgencias de los hospitales públicos de muchos hospitales de México los pacientes pueden estar varios días esperando una cama...si no llegan con #COVID19 lo pueden adquirir ahí: #cubrebocas para todos los pacientes y trabajadores de salud,-1,1326857397894262785
"#CienciaNeoliberal es el tipo de término que se utilizaba en tiempos de la cortina de hierro, esa ciencia nos permite tener reactivos, equipos y personal capacitado para realizar pruebas para #Covid_19. Que pena que se presten a simular.",-1,1253697282869952512
#GeorgeFloyd  #COVID  #TheNewNormal Es necesario sensibilizarse con los problemas en otras regiones... México tiene la oportunidad de lograr un profundo cambio en sus instituciones. Por eso el valor de los derechos civiles sociales es importante que sea ifual PARA TODO EL PLANETA https://t.co/Kh5oQlYozY,0,1267321962541592576
CONFIRMAN DONALD Y MELANIA TRUMP TIENEN COVID19 https://t.co/ybF9Gz92Tz vía @YouTube,-1,1312045970461425665
"🚨 *ÚLTIMA HORA*  AMLO y Biden abordan migración, COVID-19 y cooperación en llamada https://t.co/ZzPStiTIqm",0,1352781477172359168
A mi nunca me va a dar Covid porque lo mato con vodka.  Guarden este tweet.,1,1281450286511534080
"Gracias a la tecnología, en esta época de Covid-19 todo se puede hacer. Aquí dos historias de maestras que imparten clases por Internet a sus alumnos y una más que entrega libros a niños sin acceso a la red. Las escribimos entre la @ctrl_alt_suprim y yo 🥰 https://t.co/2ykZNQhe0z",1,1253788492724760576
@DrPacoMoreno1 @GavitoMarco Dr si se tiene Leiden la se AstraZeneca sería la vacuna menos recomendable?,0,1371559794696462346
"@gustawho Eso lo sabemos y lo peorrrr del caso es que mi tía LO DICE y le dice ""no ande saliendo apa porque ya hay más enfermos"" o sea trabaja en el fucking IMSS y se pasea por todos lados y viene a la casa a dar sermones del covid",-1,1336505134277390337
Quiero ir a un concierto de pxndx antes de que nos lleve el covid,0,1250283453913772036
@gerardoornelasd @luismalpizar Ahora entiendo por qué le dio COVID !!!,-1,1353536945767526402
🔴#ComunicadoDePrensa @SSM_Morelos Situación actual del #Covid19 en #Morelos https://t.co/JyZSWNpTUV https://t.co/BVd4dtPQkn,0,1369432137393397769
"#Coahuila Reporte 1.07.2020 positivos al día de hoy  4,080 con 185 decesos por #COVID__19   iniciamos mes con nuevo record de casos 147 😵 https://t.co/SlasJ32MDz",-1,1278491290078830593
"La vacunación no es pareja y a estas alturas hay muchos hospitales que, sin ser hospitales COVID atienden pacientes con esta patología diario, con EPP’s precarios (por decir lo menos), URGE vacunar a todo el personal médico.  #VacunaCOVID19",0,1364966340713472011
"Si no lo quieres ver el 14 de febrero, te pego el COVID, y listo😆",0,1359218200811036678
"Estaba viendo un video d q a uno lo mataron en una col de Irapuato en y algo así d q andan en un partido d fut y bueno en el vídeo se escucha a sras y srs peleando con los polis d q no hacían nada, pero  también pinche gente PENDEJA xq andan en la calle en tiempo de COVID",-1,1290125044526374912
@lauu245 @Rooooodriiigooo No es mal pedo 🤣. De verdad la fiebre que nos causan las enfermedades respiratorias nos hace pedazos y hay evidencia. Basta con checar la proporción de hombres graves y fallecidos por COVID-19 con la de mujeres. https://t.co/21zqOFNJil https://t.co/J2rj02svIk,0,1298836516278603776
@roxhco - COVID-19 sin novedad - Paso de un asteroide - inseguridad ala alza - Todos encerrados,-1,1286447699571638273
"No les basta con condicionar programas sociales y usar el dinero público, en Miguel Hidalgo también prometen vacunas #Covid_19, sólo para mantenerse en el poder.  No nos quedamos callados, ya denunciamos👇🏽. https://t.co/GE5oq59JBd",-1,1362169435818127360
"A menos de 15 días de iniciado el régimen de Amlo ya presentaba este panorama en su Paquete Económico. Al presente, se añaden la caída en el empleo y en el presupuesto al sector Salud, en medio de la tragedia del Covid-19. Y todavía hay quienes defienden y celebran a la 4T. https://t.co/KQTKXjsJq5",-1,1338861396780445711
Les recomiendo mi colaboración que se publicará mañana en @eleconomista: “Covid-19 y la crisis Global” #COVID19 #TodosSomosUno #todosaldrabien @gamaaderivados @Efpalacios @laventaadvisors @spiraledamore @CipacTrader @GusFuentes_ @memobarba @MCalixtoM,-1,1244319075875950592
"@Enrique_Clausen  secretario, buena tarde, quiénes son los investigadores de la unison que intervienen en el proyecto canino para detectar covid? Nos interesa esa información... me podrá ayudar?",0,1298332225226719232
"Si tanto amara al pueblo bueno y sabio YSQ, ya le hubiera pasado a el mismo el secreto para no contagiarse de COVID, sin usar cubrebocas💁🏻‍♀️",-1,1332366511839862785
¿Quedaremos con algún trauma por el aislamiento? 🤔 #COVID,0,1340574434135060481
"Hospital Fátima instaló un Consultorio de Enfermedades Respiratorias para atender pacientes que presenten patología respiratoria. NO REALIZAN PRUEBAS de COVID-19, es un módulo de prevención temprana y prehospitalaria.   La Secretaría de Salud es quien atiende casos de COVID-19. https://t.co/7zIOeLwUMg",0,1246179630920257537
"Una modelo de la compañía ""Jimy"", que fabrica trajes Charro y regionales, posa con una máscara facial y un sombrero Charro con bordados artesanal mexicanos en Guadalajara. @AFPMexico @afpphoto #mexico #Jalisco @Guadalajara #Covid #Covid19 #Covid2020 #C19 https://t.co/V2kZXNesyQ",1,1258788825741942784
@GobSalamanca como que ya le duró mucho el covid a la alcaldesa no?,-1,1334547578575335431
"Al menos en mi sueño todo esto del #COVID19 tuvo un final feliz, @realDonaldTrump y @lopezobrador_  se contagiaban, y les paso lo que a florencia. Si no saben que le paso a florencia, después les abrimos un hilo verdad compa @CesarMurilloR?",-1,1243907162255982592
Alerta Máxima!!! Emergencia Sanitaria!!! #Covid19 #Coronavirus #Zacatecas https://t.co/T65o185H9X,-1,1293709729307471873
Últimas cifras: México suma 16 muertes por COVID-19 y 848 contagios. #Leer https://t.co/fdymH3xxZR,-1,1244096036483657728
"Ptzz, ptzz!!! Muere Coronavirus!!! *Se lee cantado* 😷 #Coronavirus #Covid-19 en Mexico City, Mexico https://t.co/CpG6mirc45",1,1238637277057818626
En Mexico la gente es tan pendeja que prefiere arriesgarse a morir por COVID19 que cancelar las fiestas navideñas.  Así de ese pelo...,-1,1337526514120863746
"María del Rosario Lora, enfermera del IMSS recibió la primera dosis de vacuna contra Covid19 en #Querétaro. Ceremonia realizada en la XVII Zona Militar. Atestigua @PanchDominguez https://t.co/oCef1mZKRa",1,1342123606067843072
"Muere Nohemí Leticia Ánimas Vargas, coordinadora Nacional de Becas, tras padecer COVID-19   https://t.co/KdmnZ9aIye https://t.co/KVrPqc4f4U",0,1348665197272072195
"Al día de hoy, todos los internos del asilo de ancianos de La Paz tienen #Covid19. Morena se negó a vacunarlos... ✊🏽 https://t.co/NumWp43EeR",-1,1375559261670023171
"En cada familia , en estos últimos  días ya se sabe de gente muy cercana dando positivos a el Covid , afortunadamente en mi caso asintomáticos,cuídense mucho , y mantengan más estrictos en los cuidados básicos                                        Buen Día",-1,1283762314831855618
🟠📊 #COVID19 Consulta el comunicado técnico diario de la @SSalud_mx – 23 de febrero 2021.   #NuestraCiudad #Tlalnepantla #SemáforoNaranja ⬇️⬇️ https://t.co/XjLro1G9VW,0,1364417849003962371
#Querétaro 🚧| Alistan suspensión de obras con motivo de la situación sanitaria 🦠  • Debido a las diferentes acciones para atender la emergencia por el COVID-19 👉🏽 https://t.co/xb79RcB2fE https://t.co/RlebMcgqys,0,1248345088222265345
¿Y si no llevo mi celular? 🤔🤔🤔 #COVID19  @GobCDMX https://t.co/7GWLCbU60q,0,1327347206043656192
A partir de hoy 18 de marzo los servicios consulares detienen su operación hasta nuevo aviso. https://t.co/SYlCbeULFc,0,1240441590587576321
"¡Amigos en México!🇲🇽 VACUNAR ES UN ACTO DE AMOR Del 20 al 26 de septiembre, acudamos a la Jornada Nacional de Vacunación Antirrábica Canina y Felina. 🐶🐾🙋‍♀️🐱 Acude al centro de salud más cercano 🇲🇽 ¡Recuerda que la vacuna es gratuita! 🙌🏼 #Dogs #Cats #México 🇲🇽 https://t.co/Q2D5QmXrWw",1,1308431265390104576
Así se trabaja en tiempos de covid-19 🥺😅😔 https://t.co/xrhVBZvRKx,-1,1275565533723836417
"@Radiohen Más que el COVID, a ella la vida le quitó el cerebro, quizás un golpe en la cabeza de niña.",-1,1241124547551731715
@aasiain Una novela de actualidad: El amor en los tiempos del Covid.,1,1297456897755357186
"Buen día para todos mis estimados amig@s twiteros ,a seguir adelante, con todo y la pandemia de COVID 2019, solo es cuestión de cuidarnos de acuerdo a lo que dicen los expertos epidemiologos, no salgas de casa, y si es necesario,  con medidas de salubridad,  Dios los bendiga.",1,1251118682870288384
#ACTUALIZACIÓN⭕| Se muestran las siguientes gráficas de pacientes con #coronavirus #covid19.😷  🔸Tasa de mortalidad por estado. 🔸Tasa de letalidad por estado.  #87Punto3 | https://t.co/O3UTWUCgtm 📻🚩 https://t.co/TEYrvMMAw2,-1,1248405929881550861
"En estas noches de soledad COVID-19 en donde luchas solo contra el mal, también tienes que agarrar fuerza para librar otras batallas #ElOxigenoMiAliado #LuchandoContraCovid19 #LibrandoOtrasBatallas https://t.co/EfiBW4keP2",-1,1357230272840749058
"Hoy, después de estar algo inactiva en esta bonita red, les vengo a contar, que mi prueba de COVID, salió negativa 🥺🙌🏼",1,1317201655130181637
"🚨ATENCIÓN🚨  Recuerda que la Campaña de Vacunación Contra la Influenza concluye este próximo 31 de diciembre, si eres:  * Adulto mayor  * Niño menor de 5 años  * Embarazada  * Persona con enfermedad crónica  Y no te has vacunado, acude de inmediato a tu Centro de Salud + cercano https://t.co/HQdej7RT65",1,1339193060874465280
"@AleBambu_ Seguramente tiene que ver con el rango de edad y su movilidad, una ventaja es la baja letalidad que tiene el covid 19 en este rango de edad",0,1243528625082765312
#COVID19mx  hojala tambien. a mexico tambien traigan la vacuna https://t.co/m0yXB9SK6T,0,1280370050361446406
"Reemegencia de enfermedades como la #tosferina evidencia necesidad de reforzar #vacunación en los niños, explica experto de ⁦@Sanofimx⁩  #pasteur en conferencia de prensa. https://t.co/psFWHNhN4N",-1,1220369213413416965
ya me andan levantando falsos de que tengo covid lol,0,1339763872484474880
@marcechampo ¡Feliz cumpleaños adelantado Marce! Eres un tipazo. Un abrazo sin covid ❤️🍷 pásala bonito,1,1356096455090573312
"#Conapred  #COVID19  #Crisis #BastaDeMentirasAMLO #AmloVeteYa  Basta de cortinas de humo y mentiras 🤥??? Ahhh perdón @lopezobrador_, a quien le exigen la renuncia por el mal manejo de la pandemia, entiéndase #coronavirus  y del #desempleo???!!!!Entonces #AMLONoApoyaAlPueblo !!!! https://t.co/9mkbxzUxuW",-1,1273984853759967232
Los mapas para saber cuántas personas se han vacunado contra la COVID-19 en el mundo  https://t.co/ULG85DVo9x,1,1342442434249318401
"En un café virtual con representantes de asociaciones que impulsan la #inclusión atendiendo la discapacidad es como la Directora de #DIFSonora, @KarinaZarateF escuchó retos y experiencias a los que se enfrentan durante la contingencia sanitaria ☕️💛#covid19 #SomosFamiliaDIF https://t.co/PypLsIDH3o",1,1307011545243713536
"Un hombre de 35 años que visitó Italia , sería el primer caso de Covid-19 en México. A punto de confirmarlo Sría de Salud.",-1,1233255251890917376
"De verdad entiendo su molestia con las personas que no se cuidan con esto del Covid, pero para quienes lo hacen y hacen día a día coraje, es desgastante y ni siquiera logran que entren en razón. No vale la pena estar todos los días quejandonos de ellos/as, les vale madre.🤷🏻‍♀️",-1,1269847883735609344
"Hace unas horas mi hermano mayor murió de #covid  en #Cancun, lamentablemente ninguno de sus hermanos podremos despedirlo. Descansa en Paz  amado Hermano. Gracias gobernador @CarlosJoaquin por empeñarse a seguir en semáforo amarillo. 😔",-1,1350019705948545024
"Esque como hoy es Día del niño tengo que salir a comprarle a mi hij@ una pizza y pastel no le vaya a pasar algo, me vale madre el covid y la fase 3 ☺️👌🏻",-1,1256071700418043905
"Jajajaja....muy sucio, aunque últimamente solo se lava a mano, mendigo COVID19.... https://t.co/UkhMb2JzhD",-1,1288909101355765760
@CarlosLoret @SSalud_mx el mexicano es el unico pendejo.. no solo por votar x un súper pendejo!! sino q no son capaces de entender q si se cuidan nos cuidan #coronavirus  #COVID19 #MexicodeLuto,-1,1279651380295327746
"@Aftasher Felicidades a todos los que hemos salido bien librados en exámenes Covid, que no hemos contagiado o asesinado a un médico. El tutorial termina hoy. Mañana seguirá el modo historia. Gran frase tuya (Asher) “La irresponsabilidad de ir, es contagiar a los que no fueron”",1,1344883151714349056
"👆 *Si tus peques se desesperan por tanto tiempo en casa, enséñales a tranquilizarse con una canción.*  *Más información y actividades en: https://t.co/RV4yQXZ916*  🇲🇽 *#MexicoSolidario en #SanaDistancia contra el #COVID19* 🚫🦠 https://t.co/EbbVHH9BN8",1,1249732674689871873
"Recuerden que es importante continuar al pie de la letra con las medidas sanitarias, ya que los números de contagios de covid-19 siguen incrementando.  Tenemos que proteger a nuestras familias. #QuedateEnCasa",1,1267812995423326214
El número de personas infectadas no es real cuando no hay pruebas para #covid_19mexico y el 70% será asintomático y los 75 mil millones de gastos catastróficos que #AMLO desapareció y que pasaron 40 mil millones al @INSABI_mx ¿donde están ahora que se necesitan? #YoAcusoALopez https://t.co/C0LlVKoU1z,-1,1241629986341060608
Congreso de Jalisco rechaza auditar en tiempo real gasto por COVID-19 https://t.co/MJrdA2AS04,-1,1266727382284742660
"Endoteliitis secundaria a #Covid_19  -Células endoteliales (CE) es un objetivo en la mayoría de de las infecciones virales.  -A mayor disfunción endotelial, Mayor disfunción Orgánica💀  -IL-6,1L-1B, FNT :producen pérdida de la función antitrombotica y antiinflacionaria de las CE. https://t.co/t2b47K3Std",-1,1277565410691473411
"Me hubiese gustado el 2020 sin covid, lo que hubiese disfrutado ese año 💫🥲",-1,1350464107418427392
@ShadaniPlaza @LuisErtz @HLGatell @CruzRoja_CDMX @Claudiashein @CruzRoja_MX @GobCDMX Mi más sentido pésame lamentablemente el COVID-19 se ha llevado a los adorables abuelitos. La pregunta ahora sería ¿Cómo es q se contagió tu abue? Se supone q es a los q más debemos cuidar en la casa. Bueno en mi casa a mi abue de 84 años quien sufre asma es a la q más cuidamos.,-1,1349141423455657985
Nada más que si por ahí entra el covid  todos los muertos de los agregas a López. https://t.co/lMUOWW4sld,-1,1233205159016091648
"@dyctiostelium @iluhesan @doctormacias Lo se, soy odontologa y no he dejado de trabajar. Hasta hoy no he padecido covid, gracias a los cuidados que he tenido. Gracias !!!!",1,1376661197756407811
"Brote de #COVID__19 en Seguridad Pública de #CdFrontera: 8 casos positivos, dos ya fallecieron. https://t.co/MSycQ7WgC7",-1,1300843365777408000
Medidas a favor de los adultos mayores en esta contingencia por parte del gobernador @MauVila a los trabajadores mayores de 70 años del @GobYucatan #COVID19 https://t.co/NGJKezA40z,1,1239705150714974215
"65% de las intoxicaciones recientes de mascotas son por mal uso de productos para desinfectar contra el Covid-19, según reporta el Centro de Control de Envenenamiento Animal de la Sociedad Americana para la Prevención de la Crueldad hacia los Animales.   ¡TENGAN CUIDADO! 🐶🐱 https://t.co/UltBjeeUD5",-1,1279112648920006657
Morena una desgracia para México y una mezquindad electorera en el proceso de vacunación https://t.co/92sdAh9gmQ,-1,1352251879619661831
"@panaclo Es normal en estos tiempos, tuve dolor de garganta, mucha fiebre y cuerpo cortado. Vi a mi doctor y me dijo que el no creía que fuera covid, quizá solo influenza, los síntomas son tan iguales que nos dañan la mente. Cuídate mucho, todo estará bien.",1,1245886013077106689
"@martin_nolasco @MrReyKing @DraAlekuri @arttellez023 @doctormacias En aquel twitt comenté que se veía que tenía dificultad para respirar, que debía vigilarse, no que tenía covid. En el hospital que trabajo si hemos tenido pacientes intjbados con covid hasta por 3-4 meses. Así que si puede haber pacientes con la enfermedad de larga evolución.",-1,1305480826822578176
"No tiene idea lo que es ser médico, los apoyo, ya quisiera ese señor haber trabajado un día  como médico, en poblaciones, pequeñas, en consultorios y haciendo cirugías. O en campañas de vacunación, y en todas las poblaciones de todos los municipios.  Él no sabe lo que es trabajar https://t.co/TN0bjYXnl4",-1,1259649394606870529
A mi el Covid no me puede hacer más daño que cuando descubrí que nunca vería a Selena cantar en vivo 😖😞 https://t.co/JmJ5bCOCj4,-1,1245045156568596482
"@DimeAraa_ Pero ya vi que igual llegan en diciembre/enero, como las que pidió Ebrad, la cuestión es que la vacuna certifica que te hagas inmune aun, de todos seguiría el confinamiento, hasta ver que si sirve.",1,1323390737874968576
"Argentina supera las 9 mil muertes por Covid-19: La única posibilidad de evitar un desastre ante es bajar los contagios de coronavirus y no hay otra herramienta más que el aislamiento, advierte Arnaldo Dubin, médico de la Sociedad… https://t.co/RkWUzmGvZj (vía ElUniversal) https://t.co/KArHDqHVI6",-1,1301507250616328199
¿Cómo estuvo el estudio de la vacuna #PfizerBioNTech?  Sigue leyendo ➡️,1,1350175415936155648
"Mi solidaridad con la familia del Dr. Gualberto Reyes, invitó al personal médico y paramédico a realizar los protocolos establecidos para #COVID19. https://t.co/LUktleFIbV",-1,1245334894458187776
Humanos como los que llegan a la consulta diciendo que tienen los síntomas de covid y no tienen nada cuando los revisas y lo dicen porque quieren incapacidad ....,-1,1347421325594296323
"#Puebla: 38,281 casos positivos de COVID-19 y 5,034 defunciones.   • 108 casos confirmados de ayer para hoy.  • 8 defunciones registradas.  • 787 casos activos en 58 municipios.  • 351 hospitalizados; 60 requieren ventilación asistida.  • 65,530 muestras procesadas. https://t.co/19IFvy1Vs6",-1,1324737819403821062
"La Jornada Nacional de #SanaDistancia todavía no termina 🏠⚕️😷🇲🇽  Por favor, #QuédateEnCasa.  Así evitas el contagio de #COVID19 por #coronavirus durante esta #EmergenciaSanitaria  Comparte este mensaje con 5… https://t.co/sPRHeeA4q8",1,1262787730062352385
"Con mucha emoción te compartimos que @fairfieldags ya está operando bajo los más estrictos estándares de limpieza. Estamos comprometidos a recibirte con un ambiente seguro, apegado a los protocolos diseñados para combatir el virus COVID-19. https://t.co/j6C8pBxvDb",1,1273277583312982016
"@la_grenitas No es patético, ni penoso! En la realidad ""el jefe siempre tiene la razón"". @ArturoHerrera_G sabe perfectamente y con bases el simbolismo de usar cubrebocas siempre. Hoy @lopezobrador_ demuestra que es un palurdo, ignorante y mezquino. Muertes y casos Covid19 lo confirman diario.",-1,1286124194955173889
A mi el COVID 19 me la pela. Gracias por leer.,1,1274714855774343171
"""El gobierno detalla su plan de vacunación contra la COVID-19 en México""  https://t.co/XuD3cHvnu4",1,1336326527101767692
@CitlaHM Cuídese senadora ya que si Dios no lo quiera cae enferma por Covid19 y requiere que le saquen líquido de sus pulmones no habrá aguja con el largo suficiente para hacerlo.,-1,1244437545427009536
"Estemos al pendiente del primer delito y crimen que cometan los hoy liberados, los amnistiados.  Pendientes para denunciar y machacar ese crimen a los @MorenaSenadores, ellos ya son los enemigos de la sociedad mexicana.  #Covid_19 #AmnistiaNoEsPrioridad   Otra de @lopezobrador_.",-1,1252448658248945665
"Personas criticaron que porque en la @UMF68IMSS tenemos las carpas de la @CervezaTecate en las áreas de espera para los sospechosos #COVID19 e ingresar al módulo especial y con sana distancia, pues la razón fue que se consiguieron en domingo en la tarde... simple😊 https://t.co/9sepkfPFA6",0,1273695119661817856
@HLGatell Inútil ven a ver la cantidad de dosis que se pierden a diario por tu estrategia de vacunación 💉,-1,1370231956533702659
@angeles_lb Blame covid y sus sustos 😥,-1,1326532168353452033
"AMLO: El pueblo de México ha dado un ejemplo al mundo por su grado de responsabilidad. México es de los países del mundo con menos analfabetismo político, porque tiene un pueblo muy conciente, muy responsable, muy avispado.  El pueblo de México:  #COVID__19 https://t.co/uPM0kN6Y6s",-1,1256702006657458176
Las pruebas rápidas y el COVID19 #coronavirus #covid19 https://t.co/APSiMV5Qxo,1,1246113991635750912
"#ACTUALIZACIÓN   De los 51 casos positivos a #COVID_19 que presentó la región #Mixteca, hoy suma tres, con lo que serían 54 hasta hoy 21 de mayo, con corte a 13:00 horas.  Los tres nuevos casos son de: Santiago #Cacaloxtepec, San Miguel #Tulancingo y Heroica Ciudad de #Tlaxiaco. https://t.co/KK8vV5TtJ2",-1,1263644272210870274
"tablas de multiplicar, yo no recuerdo como me las aprendí en su momento y aún me las sé bien, el propósito de todo esto es estar bien, después de la conferencia comprendí que tardará aun un poco los hechos de los casos de covid aquí, ahora más que nunca me enfoco en mis propias",1,1260023604839739397
@Hermes7209 Apoyo esta moción de Maria @Hermes7209 y añado:  Creer que se puede “detener” los contagios del COVID es como creer que se pueden detener los contagios de la gripe o querer “parar” el viento para que no nos dé frío  #ParenDeMamar,1,1340354078338031617
A nuestros queridos comensales: Presentamos nuestro plan de acción para afrontar la crisis COVID-19 en La Chamana https://t.co/JUbDiCL8nR,0,1239982738087665664
